no,author,text,platform,label
276,jonathanpazilon,"IKN nusantara akan menjadi contoh peradaban baru. 

#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara
#IndonesiaMaju
#IbukotaBaruMendunia https://t.co/mBcaDSWHq3",twitter,negatif
277,Indrafirman7777,@atok_biru  Jokowi terbaik Presiden Jokowi sebutkan sumber dana untuk membangun IKN Melalui para investor #JokowiPresidenku #PembangunanUntukRakyat #PresidenJokowiHebat #JokowiMembangunNegeri #JokowiMajuBersamaIndonesia #JokowiBapakInfrastruktur https://t.co/WIkbRFZxaE,twitter,positif
278,jonathanpazilon,"IKN nusantara untuk membangun bangsa. 

#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara
#IndonesiaMaju
#IbukotaBaruMendunia https://t.co/i90PuoWgsl",twitter,negatif
279,febrianykatrina,@atok_biru IKN berdampak positif pada UMKM #KotaDuniaUntukSemua #IKNPemerataanEkonomi #DukungIKNNusantara,twitter,positif
280,febrianykatrina,@atok_biru IKN Kota Dunia Untuk Semua #KotaDuniaUntukSemua #IKNPemerataanEkonomi #DukungIKNNusantara,twitter,negatifl
281,febrianykatrina,@atok_biru IKN akan wujudkan Indonesia maju #KotaDuniaUntukSemua #IKNPemerataanEkonomi #DukungIKNNusantara,twitter,netral
282,febrianykatrina,@atok_biru IKN berikan dampak positif ekonomi #KotaDuniaUntukSemua #IKNPemerataanEkonomi #DukungIKNNusantara,twitter,positif
283,febrianykatrina,@atok_biru IKN menciptakan pertumbuhan ekonomi baru #KotaDuniaUntukSemua #IKNPemerataanEkonomi #DukungIKNNusantara,twitter,positif
284,jonathanpazilon,"IKN nusantara untuk pemerataan ekonomi
#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara
#IndonesiaMaju
#IbukotaBaruMendunia https://t.co/QFTaeDPRX8",twitter,positif
285,ourlittleboyz,"@maryshelparaiso IKN Nusantara di dukung masyarakat, IKN akan membawa Indonesia semakin membuka peluang usaha #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi #IKNtingkatkanKesejahteraan #DukungIKNNusantara #IndonesiaMaju #IbukotaBaruMendunia https://t.co/mHrzEMwrtE",twitter,positif
286,BeritaNTT3,"IKN baru ini merupakan showcase transformasi Indonesia, showcase perubahan peradaban Indonesia. Membangun budaya baru, budaya kerja produktif. Masa depan Indonesia dan itu hanya bisa terwujud bila ada upaya bersama. Ayo dukung IKN.

#IbukotaNegara
#IKN
#SemangatNusantara https://t.co/eZGKh7Siyt",twitter,negatif
287,jonathanpazilon,"IKN nusantara untuk kebaikan bersama. 

#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara
#IndonesiaMaju
#IbukotaBaruMendunia https://t.co/apMVRoAz1n",twitter,negatif
288,rangerr_emas,"News - IKN hadirkan konsep pembangunan Indonesia sentris!

Kami Hadir Mendukung
#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara
#IndonesiaMaju
#IbukotaBaruMendunia https://t.co/oIQYDRwERz",twitter,netral
289,rangerr_emas,"News - Pembangunan IKN jadi bukti pemerataan ekonomi di Indonesia!

Kami Hadir Mendukung
#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara
#IndonesiaMaju
#IbukotaBaruMendunia https://t.co17Z71hA8k",twitter,positif
290,rangerr_emas,"News - UMKM dijamin akan sejahtera dengan hadirnya IKN!

Kami Hadir Mendukung
#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara
#IndonesiaMaju
#IbukotaBaruMendunia https://t.co/Q2vBoPe9ZD",twitter,positif
291,rangerr_emas,"News - IKN akan jadi contoh peradaban baru Indonesia!

Kami Hadir Mendukung
#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara
#IndonesiaMaju
#IbukotaBaruMendunia https://t.co/grGrmvbrwX",twitter,negatif
292,rangerr_emas,"News - Keren! IKN bener-bener smart city!

Kami Hadir Mendukung
#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara
#IndonesiaMaju
#IbukotaBaruMendunia https://t.co/hkflzPKNl6",twitter,negatif
293,VinoFabi0,"IKN Nusantara akan memberikan dampak positif bagi pemerataan perekonomian masyarakat
#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara
#IndonesiaMaju
#IbukotaBaruMendunia https://t.co/IVTNIQqMcy",twitter,positif
294,VinoFabi0,"Indonesia akan bangkit seiring IKN Nusantara
#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara
#IndonesiaMaju
#IbukotaBaruMendunia https://t.co/RIsGjMtFaj",twitter,netral
295,mikha_yanti4,"Sumbu kebangsaan IKN Nusantara,   #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi #IKNtingkatkanKesejahteraan #DukungIKNNusantara https://t.co/F3VDfHF4Q3",twitter,negatif
296,vista996,"IKN Berpotensi Menjadi Kota Karbon Netral 
#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara
#IndonesiaMaju
#IbukotaBaruMendunia https://t.co/9YJ3rC7VuH",twitter,negatif
297,pak_jayaa,"Info - IKN hadirkan konsep pembangunan Indonesia sentris!

Kami Hadir Mendukung
#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara
#IndonesiaMaju
#IbukotaBaruMendunia https://t.co/dx7JaADnXb",twitter,netral
298,Lamonic66467286,"IKN Pembangunan Indonesia Sentris
#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara
#IndonesiaMaju
#IbukotaBaruMendunia https://t.co/4qnSmWaGto",twitter,netral
299,pak_jayaa,"Info - Pembangunan IKN jadi bukti pemerataan ekonomi di Indonesia!

Kami Hadir Mendukung
#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara
#IndonesiaMaju
#IbukotaBaruMendunia https://t.co/MfVlKe9ivt",twitter,positif
300,mikha_yanti4,"Terbaik, Kebutuhan kantor di IKN Nusantara, Gedung Kementerian bakal digabung jadi satu.   #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi #IKNtingkatkanKesejahteraan #DukungIKNNusantara https://t.co/DixxXL8EcI",twitter,negatif
301,Lamonic66467286,"IKN Pemeratan Ekonomi
#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara
#IndonesiaMaju
#IbukotaBaruMendunia https://t.co/i082w0oMhn",twitter,positif
302,ebonyboni3,"Adanya IKN akan tingkatkan ekonomi nasional 
#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara
#IndonesiaMaju
#IbukotaBaruMendunia https://t.co/DOnN9r61LD",twitter,positif
303,Lamonic66467286,"IKN Untuk Kota Masa Depan Untuk Tumbuhkan UMKM
#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara
#IndonesiaMaju
#IbukotaBaruMendunia https://t.co/G3uyPO8WFH",twitter,positif
304,ourlittleboyz,"@Opposih6890bio @pranataros @maryshelparaiso Dukung IKN semoga makin maju, Dukung Pembangunan IKN #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi #IKNtingkatkanKesejahteraan #DukungIKNNusantara #IndonesiaMaju #IbukotaBaruMendunia https://t.co/85aEhM9n0u",twitter,netral
305,pak_jayaa,"Info - UMKM dijamin akan sejahtera dengan hadirnya IKN!

Kami Hadir Mendukung
#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara
#IndonesiaMaju
#IbukotaBaruMendunia https://t.co/or6owQuqdD",twitter,positif
306,IndBisa_1945,"Indonesia akan bangkit seiring IKN Nusantara
#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara
#IndonesiaMaju
#IbukotaBaruMendunia https://t.co/CVBTqNIUD9",twitter,netral
307,IndBisa_1945,"IKN Nusantara akan memberikan dampak positif bagi pemerataan perekonomian masyarakat
#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara
#IndonesiaMaju
#IbukotaBaruMendunia https://t.co/Lw6oiDDwQl",twitter,positif
308,Lamonic66467286,"IKN Ibu kota Negara
#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara
#IndonesiaMaju
#IbukotaBaruMendunia https://t.co/mofZpUlriA",twitter,negatif
309,mikha_yanti4,"Keren banget nih, IKN sebentar lagi akan terlihat wujud pembangunannya,   #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi #IKNtingkatkanKesejahteraan #DukungIKNNusantara https://t.co/1M7ibR8sdB",twitter,negatif
310,AnindyantiFebr2,@maryshelparaiso Mantap IKN untuk indonesia sentris,twitter,netral
311,ebonyboni3,"Mantap IKN wujudkan Indonesia Sentris 
#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara
#IndonesiaMaju
#IbukotaBaruMendunia https://t.co/zYZTlkDQRX",twitter,netral
312,Lamonic66467286,"IKN Membangun Bangsa
#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara
#IndonesiaMaju
#IbukotaBaruMendunia https://t.co/OHFgBBFVqa",twitter,negatif
313,pak_jayaa,"Info - IKN akan jadi contoh peradaban baru Indonesia!

Kami Hadir Mendukung
#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara
#IndonesiaMaju
#IbukotaBaruMendunia https://t.co/DI4V6j0CKV",twitter,negatif
314,atok_biru,"IKN Nusantara akan memberikan dampak positif bagi pemerataan perekonomian masyarakat
#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara
#IndonesiaMaju
#IbukotaBaruMendunia https://t.co/MdeQgCZ19g",twitter,positif
315,atok_biru,"Gak sabar lagi, IKN Nusantara jadi pasti akan memajukan Indonesia
#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara
#IndonesiaMaju
#IbukotaBaruMendunia https://t.co/Hu3KMnD5MM",twitter,netral
316,AnindyantiFebr2,@maryshelparaiso Mantap! dampak luar biasa IKN akan terasa semakin dekat,twitter,negatif
317,pak_jayaa,"Info - Keren! IKN bener-bener smart city!

Kami Hadir Mendukung
#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara
#IndonesiaMaju
#IbukotaBaruMendunia https://t.co/kNnwflExjD",twitter,negatif
318,ebonyboni3,"IKN wujud perubahan peradaban Indonesia 
#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara
#IndonesiaMaju
#IbukotaBaruMendunia https://t.co/VMWEYIJBj4",twitter,negatif
319,mikha_yanti4,Pembangunan IKN Nusantara Pertahankan Kelestarian Satwa.   #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi #IKNtingkatkanKesejahteraan #DukungIKNNusantara https://t.co/vM6oqWyZuf,twitter,negatif
320,atok_biru,"Luarbiasa suatu prestasi jika IKN Nusantara segera dibangun
#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara
#IndonesiaMaju
#IbukotaBaruMendunia https://t.co/PEe9KCvxr3",twitter,negatif
321,ourlittleboyz,@jiwa_tertukar @Merdekasatu1 @maryshelparaiso Kami mahasiswa sangat dukung pembangunan IKN karena manfaat nya #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi #IKNtingkatkanKesejahteraan #DukungIKNNusantara #IndonesiaMaju #IbukotaBaruMendunia https://t.co/IRgnIomwJh,twitter,netral
322,Lamonic66467286,"IKN Untuk Kota Masa Depan
#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara
#IndonesiaMaju
#IbukotaBaruMendunia https://t.co/brBiiqvy9e",twitter,negatif
323,atok_biru,"Indonesia akan bangkit seiring IKN Nusantara
#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara
#IndonesiaMaju
#IbukotaBaruMendunia https://t.co/LPHQHf6ghY",twitter,negatif
324,ebonyboni3,"IKN dibangun dengan segala sumber daya dan tenologi yang mumpuni 
#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara
#IndonesiaMaju
#IbukotaBaruMendunia https://t.co/3O34olJgQ2",twitter,negatif
325,mikha_yanti4,jokowi berhasil tarik minat Enam negaramenjadi  investor di IKN #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi #IKNtingkatkanKesejahteraan #DukungIKNNusantara https://t.co/zgz7cni7Ro,twitter,positif
326,atok_biru,"Semua orang pasti dukung pembangunan IKN Karena IKN Nusantara akan memberikan dampak yang luarbiasa
#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara
#IndonesiaMaju
#IbukotaBaruMendunia https://t.co/T2qOVStflC",twitter,netral
327,Lamonic66467286,"IKN Cegah Pencemaran Lingkungan
#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara
#IndonesiaMaju
#IbukotaBaruMendunia https://t.co/Y7P0ffQnVw",twitter,negatif
328,drPatrickPink,"Pembangunan IKN nusantara buka peluang bisnis 
#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara
#IndonesiaMaju
#IbukotaBaruMendunia https://t.co/U0lrYo69a1",twitter,positif
329,atok_biru,"Urang melayu babel mendukung pembangunan IKN Nusantara
#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara
#IndonesiaMaju
#IbukotaBaruMendunia https://t.co/T8d9y5O1h0",twitter,netral
330,atok_biru,"Seluruh masyarakat Indonesia bangga dengan pembangunan IKN Nusantara
#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara
#IndonesiaMaju
#IbukotaBaruMendunia https://t.co/ECBOKb8ixK",twitter,netral
331,atok_biru,"Perekonomian Indonesia akan Pulih, IKN Nusantara Luarbiasa
#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara
#IndonesiaMaju
#IbukotaBaruMendunia https://t.co/Flu1uebDXP",twitter,positif
332,rezaparadianan1,Sukseskan IKN jadi pusat ekonomi baru Indonesia #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi https://t.co/qp3yyq1zNL,twitter,positif
333,trianaagustin32,"@maryshelparaiso Luar biasa IKN, dan dengan pembangunan Sentris terbaiknya",twitter,netral
334,atok_biru,"Luarbiasa patut menjadi kebanggaan, IKN Nusantara akan membawa dampak positif bagi Indonesia
#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara
#IndonesiaMaju
#IbukotaBaruMendunia https://t.co/GnMhpYu8lN",twitter,netral
335,ebonyboni3,"IKN diciptakan agar pertumbuhan ekonomi menjadi Indonesia sentris 
#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara
#IndonesiaMaju
#IbukotaBaruMendunia https://t.co/Rd9F2ROSFi",twitter,positif
336,mikha_yanti4,Keren pembangunan rusun telah selesai tinggal gas proyek ikn #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi #IKNtingkatkanKesejahteraan #DukungIKNNusantara #IndonesiaMaju #IbukotaBaruMendunia https://t.co/6anPJFs8bu,twitter,negatif
337,yuniot_piliang,"banyak negara tertarik dengan IKN Nusantara🥰😘😍
#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara
#IndonesiaMaju
#IbukotaBaruMendunia https://t.co/azBhKtuUgO",twitter,negatif
338,trianaagustin32,"@maryshelparaiso Bagus nih, jadi pencemaran lingkungan dapat diatasi dan Pembangunan IKN di Kaltim benar benar go green",twitter,negatif
339,drPatrickPink,"Ini dia IKN
#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara
#IndonesiaMaju
#IbukotaBaruMendunia https://t.co/5AizdX8pPQ",twitter,negatif
340,LesterFarhan,"IKN akan menjadi kota masa depan terbaik.

#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara
#IndonesiaMaju
#IbukotaBaruMendunia https://t.co/9iVF3fbPzg",twitter,negatif
341,yuniot_piliang,"banyak investor tertarik dengan IKN Nusantara🥰😘😍
#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara
#IndonesiaMaju
#IbukotaBaruMendunia https://t.co/d9w7TSc6P3",twitter,positif
342,yuniot_piliang,"IKN Nusantara berikan manfaat positif🥰😘😍
#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara
#IndonesiaMaju
#IbukotaBaruMendunia https://t.co/wJqgb49TmU",twitter,netral
343,LesterFarhan,"IKN Nusantara akan menjadi contoh peradaban baru.

#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara
#IndonesiaMaju
#IbukotaBaruMendunia https://t.cojeaytJ46e",twitter,negatif
344,yuniot_piliang,"IKN Nusantara tingkatkan pertumbuhan ekonomi🥰😘😍
#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara
#IndonesiaMaju
#IbukotaBaruMendunia https://t.co/doHYmOdNJQ",twitter,positif
345,mikha_yanti4,"kemajuan indonesia dengan IKN, bersama IKN tuntas #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi #IKNtingkatkanKesejahteraan #DukungIKNNusantara https://t.co/uy2NJHp3WJ",twitter,negatif
346,trianaagustin32,@maryshelparaiso Mantap IKN. Maju Indonesia ku,twitter,negatif
347,LesterFarhan,"IKN banyak memiliki dampak positif.

#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara
#IndonesiaMaju
#IbukotaBaruMendunia https://t.co/LkB1COFc5G",twitter,netral
348,jinninmixx1,"@ResidentSammy @HermawanTsa @FaisalBasri Tolol, pajak aja ngk mampu nutupin APBN yg jebol 900 triliun tiap tahun, trus utang tembus 7500 triliun, dg bunganya aja bisa 400 triliun/thn ..itu ngambil duit IKN itu nghutang atau ambil dr septic tank rumahmu 🤣🤣",twitter,positif
349,yuniot_piliang,"masyarakat mendukung pembangunan IKN Nusantara🥰😘😍
#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara
#IndonesiaMaju
#IbukotaBaruMendunia https://t.co/NCoEaskLzD",twitter,netral
350,yuniot_piliang,"IKN Nusantara sungguh luar biasa🥰😘😍
#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara
#IndonesiaMaju
#IbukotaBaruMendunia https://t.co/tN75um0Cjq",twitter,negatif
351,ebonyboni3,"Mahasiswa dan masyarakat dukung pembangunan IKN. 
#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara
#IndonesiaMaju
#IbukotaBaruMendunia https://t.co/VwJooExEp6",twitter,netral
352,yuniot_piliang,"perkembangan pembangunan IKN Nusantara sangat luar biasa🥰😘😍
#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara
#IndonesiaMaju
#IbukotaBaruMendunia https://t.co/8tLRqDbfTm",twitter,netral
353,LesterFarhan,"Pembangunan IKN Nusantara membuka peluang bisnis bagi pelaku UMKM.

#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara
#IndonesiaMaju
#IbukotaBaruMendunia https://t.co/dzBjyOLYye",twitter,positif
354,ebonyboni3,"Istana negara di IKN Nusantara mulai dibangun 
#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara
#IndonesiaMaju
#IbukotaBaruMendunia https://t.co/UeVoSQ8GMV",twitter,negatif
355,kentankbalado1,"@maryshelparaiso mantap, IKN dengan pembangunan sentris terbaik",twitter,netral
356,mikha_yanti4,IKN Buka Peluang Tinggi Bagi Inveator Tanam Modal #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi #IKNtingkatkanKesejahteraan #DukungIKNNusantara https://t.co/zCdFzqlNNw,twitter,positif
357,ebonyboni3,"IKN Nusantara membawa kebanggaan. 
#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara
#IndonesiaMaju
#IbukotaBaruMendunia https://t.co/6QTjQ12Lei",twitter,negatif
358,bangputeraa,IKN Indonesia Maju #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi #IKNtingkatkanKesejahteraan #DukungIKNNusantara https://t.co/dZ4sNpJCBO,twitter,negatif
359,bangputeraa,"IKN Nusantara simbol transformasi ekonomi Indonesia! 
#KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi #IKNtingkatkanKesejahteraan #DukungIKNNusantara #IndonesiaMaju #IbukotaBaruMendunia https://t.co/rdrpdKCYaG",twitter,positif
360,ebonyboni3,"Jos! Dengan IKN Nusantara Indonesia Semakin Maju 
#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara
#IndonesiaMaju
#IbukotaBaruMendunia https://t.co/yFrHMRNQtT",twitter,netral
361,bangputeraa,"IKN jadi magnet pertumbuhan ekonomi baru dan smart city
#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara
#IndonesiaMaju
#IbukotaBaruMendunia https://t.co/6OsdjLZhgB",twitter,positif
362,kentankbalado1,"@maryshelparaiso luarbiasa IKN, hebat",twitter,negatif
363,bangputeraa,bersama untuk bersatu membangun IKN Nusantara #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi #IKNtingkatkanKesejahteraan #DukungIKNNusantara https://t.co/o3mR5obClE,twitter,negatif
364,DwiIsfa27363025,@husen518L1 @ruhutsitompul Belum kalau indonesi di pimpin anis IKN bisa terbengkelai seperti kali jakarta bayak sampah,twitter,negatif
365,ebonyboni3,"Pembangunan IKN membawa kemajuan bangsa 
#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara
#IndonesiaMaju
#IbukotaBaruMendunia https://t.co/oavUPbY6Bt",twitter,netral
